learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
100000.0,2.783948588,2.787498812862568E-8,100000.0,95.973,91.5138190416348,91.49596654981626,89.5413463536256,100000.0,38704.0,246.0,98.0,98.0,3.0,0.0,0.0,1.0
200000.0,4.137276025,4.3279686264370875E-8,200000.0,96.2295,92.03833472086828,92.02651835560819,90.19197253075984,200000.0,44000.0,415.0,146.0,146.0,5.0,0.0,0.0,1.0
300000.0,5.516941996,4.974423168969651E-8,300000.0,96.29066666666667,92.1591630378346,92.15973621542408,90.33658689082637,300000.0,18112.0,622.0,213.0,213.0,2.0,0.0,0.0,1.0
400000.0,6.823195745,6.288019918935787E-8,400000.0,96.3125,92.20392757329603,92.20059539861568,90.37796652184691,400000.0,38872.0,806.0,261.0,261.0,3.0,0.0,0.0,1.0
500000.0,8.089031346,7.553635927829891E-8,500000.0,96.2826,92.14040491415383,92.14711225653808,90.29617370512103,500000.0,38648.0,981.0,310.0,310.0,5.0,0.0,0.0,1.0
600000.0,9.458768901,8.881747542691106E-8,600000.0,96.24166666666667,92.05123578917609,92.05504742308723,90.19317914952467,600000.0,37480.0,1217.0,398.0,398.0,4.0,0.0,0.0,1.0
700000.0,10.774602937,9.289419212787722E-8,700000.0,96.29671428571429,92.1669234528626,92.16491667120034,90.33203671312371,700000.0,11976.0,1380.0,430.0,430.0,1.0,0.0,0.0,1.0
800000.0,12.025140909,1.0070255180200147E-7,800000.0,96.285625,92.14112774427218,92.14462455984518,90.29936014625227,800000.0,24136.0,1611.0,516.0,516.0,2.0,0.0,0.0,1.0
900000.0,13.319733681,1.1280225528270212E-7,900000.0,96.3548888888889,92.28977582828988,92.28839874850439,90.48610587491518,900000.0,36128.0,1804.0,572.0,572.0,4.0,0.0,0.0,1.0
1000000.0,14.608761195,1.2927845664491462E-7,1000000.0,96.3494,92.27763075082707,92.27503957068976,90.46858151417597,1000000.0,49408.0,1955.0,589.0,589.0,5.0,0.0,0.0,1.0
1100000.0,15.838737526,1.3275060873954865E-7,1100000.0,96.32454545454546,92.22311449302116,92.22604649374122,90.40551700570495,1100000.0,10912.0,2079.0,592.0,592.0,1.0,0.0,0.0,1.0
1200000.0,17.014817615,1.3973625211196432E-7,1200000.0,96.352,92.28392688459458,92.28207384004557,90.4854845825989,1200000.0,22960.0,2222.0,611.0,611.0,2.0,0.0,0.0,1.0
1300000.0,18.279647855,1.4376489226000796E-7,1300000.0,96.318,92.21264003647978,92.21606256291336,90.39624083834764,1300000.0,12312.0,2419.0,666.0,666.0,1.0,0.0,0.0,1.0
1400000.0,19.550860671,1.5632748424901522E-7,1400000.0,96.33,92.23868902455489,92.24113196720076,90.42486181461729,1400000.0,38200.0,2558.0,681.0,681.0,3.0,0.0,0.0,1.0
1500000.0,20.805089773,1.597772489240786E-7,1500000.0,96.3038,92.1824843696048,92.18425771382172,90.35418275955655,1500000.0,10632.0,2715.0,709.0,709.0,1.0,0.0,0.0,1.0
1600000.0,22.038613112,1.6904430118827975E-7,1600000.0,96.338625,92.2554494264756,92.259740397015,90.44122566128372,1600000.0,29040.0,2889.0,749.0,749.0,3.0,0.0,0.0,1.0
1700000.0,23.266103966,1.810630381167204E-7,1700000.0,96.33,92.23679325780792,92.24580752848944,90.419593842374,1700000.0,37848.0,3098.0,833.0,833.0,4.0,0.0,0.0,1.0
1800000.0,24.576377455,1.9756403388136377E-7,1800000.0,96.32544444444444,92.22812481201895,92.2360252092653,90.41174330226738,1800000.0,48680.0,3290.0,898.0,898.0,4.0,0.0,0.0,1.0
1900000.0,25.898239629,2.039875361820269E-7,1900000.0,96.31494736842106,92.20603480845374,92.21584314283555,90.38392339661098,1900000.0,18784.0,3459.0,922.0,922.0,2.0,0.0,0.0,1.0
2000000.0,27.20846961,2.118649069278087E-7,2000000.0,96.30969999999999,92.19439407839897,92.20404722822539,90.36812185814884,2000000.0,23240.0,3653.0,980.0,980.0,3.0,0.0,0.0,1.0
